id,Chief of Technology,Systems Manager,Network Manager,Database Administrator,Software Developer,Tester,Quality Assurance Analyst,Web Developer,Penetration Tester,Data Scientist,Chief Executive,Client Support Manager,Operations Manager,Sales Manager,Financial Manager,Human Resources Manager,Project Manager,Product Manager,Marketing Specialist,Designer,Recruiter,English,Spannish,French,German,Russian,Portuguese,HTML,CSS,Bootstrap,Tailwind.css,Javascript,Python,C,C++,Java,React,Vue,PHP,Flutter,SQL,NoSQL,PostgreSQL,MySQL,R,Dart,Linux,Flask,Django,Laravel,Node.js,Git,Docker,Kubernetes,Android,IOS,AWS,Azure,Office Suit,Agile,Google Analytic,Blender,Photoshop,Video Editing,Graphic Design,Filming,Professional Writing,Communication,Negotiation,Speaking,Management,Team working,Critical Thinking,Coordination
cstdemocrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,60,91,64,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,28,85,96,51,55,59,59,14,82,51,60,38,89,82
slovakiacondition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,45,10,11,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,79,33,72,1,34,98,0,25,54,37,53,19,61,3,17
playerreporter,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,72,70,8,33,48,19,38,86,82,65,78,6,97,63,4,48,70,40,57,70,68,58,69,51,87,60,12,7,37,72,49,2,33,50,40,45,80,16,50,5,48,94,43,91,40,66,78,92,89,42,81,30
supplylearning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,91,7,41,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,39,25,49,85,54,64,9,6,22,79,68,50,9,67,15
sasabsolute,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,39,88,58,26,91,84,21,62,22,60,98,44,12,3,98,55,43,22,35,15,51,63,54,37,13,53,37,36,8,27,36,98,67,66,56,98,83,7,9,62,91,78,91,78,41,14,6,73,92,53,57
hartfordsearches,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,40,78,34,65,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,73,94,74,14,34,61,11,81,59,82,36,94,12,32,85
completedfewer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48,48,34,57,20,0,43,20,12,74,1,27,20,52,11,97,20,11,55,37,32,51,79,25,81,48,31,14,92,64,18,16,65,94,78,86,78,64,34,66,83,92,5,72,26,31,43,17,31,66,8,82
fishinterstate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98,91,75,26,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,78,62,26,78,69,89,98,26,45,40,83,3,79,72,7
ralibrary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,91,11,2,29,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,60,76,3,69,73,82,38,74,94,16,39,51,59,89,50
sumpersistent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,25,17,23,88,12,23,43,1,2,83,52,40,66,30,1,66,62,43,17,96,37,15,65,75,55,29,37,1,4,45,38,85,51,26,74,43,93,46,70,40,93,91,7,99,26,67,50,94,97,94,35,46
robotsdocumentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,96,61,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,15,72,16,75,94,79,90,31,9,75,48,29,64,40
effectindividuals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78,72,68,95,89,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,18,11,37,17,62,43,59,83,10,46,76,61,93,47,13
exposedcrossing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,86,51,89,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,12,83,20,87,69,45,0,59,21,66,12,65,89,49,10
plazagraduates,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,74,31,25,62,81,27,27,65,47,58,45,28,48,37,21,52,84,78,13,84,73,90,40,55,62,79,39,14,9,24,99,25,31,49,5,70,46,45,9,84,38,3,22,46,75,23,2,98,14,88,40,50
pmnascar,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,8,54,67,34,41,42,92,8,80,94,55,40,59,52,43,8,15,35,92,88,27,87,69,90,44,58,23,3,31,12,70,19,12,69,2,29,60,1,54,50,25,44,4,95,18,16,91,62,47,32,8
globesixth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,27,95,22,87,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,36,36,91,13,55,17,28,0,82,33,34,8,20,1,62
mastersandrea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,39,2,21,38,46,40,98,68,36,51,68,88,40,22,31,22,73,4,46,87,16,26,72,75,91,42,47,1,12,8,3,37,93,46,70,45,66,32,63,81,7,33,72,59,43,31,2,0,92,34,54
theretrustees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88,13,88,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,50,65,15,4,96,91,64,66,40,4,17,68,78
mossdepot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,53,9,77,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,97,69,96,73,93,22,3,17,34,67,0,61,0,71,93
deficitut,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,19,22,61,2,44,59,14,45,61,49,51,92,37,22,32,83,76,22,1,19,18,62,95,37,60,62,88,75,89,17,18,52,85,42,42,41,49,93,94,75,50,70,65,1,68,80,98,3,75,42,14,28
eosllc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,19,35,86,33,14,12,31,83,83,84,51,13,84,69,42,79,55,40,10,44,57,57,51,31,82,9,58,88,72,11,28,91,92,85,96,58,44,8,65,54,99,62,53,64,78,3,39,14,54,74,65,78
carpetexcellent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92,54,59,88,63,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,56,61,52,57,89,11,21,9,72,70,46,20,99,34,48
fetishslideshow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85,12,2,3,57,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,81,85,63,72,14,97,23,50,0,10,89,71,81,78,79
creatingimmune,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,99,90,94,63,61,66,55,96,94,80,44,50,40,77,60,17,67,8,91,19,83,66,45,92,58,30,53,53,8,61,16,45,69,47,62,42,42,36,10,36,45,42,57,28,83,6,41,93,73,71,34,30
bkquantum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,52,78,76,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,54,96,54,27,40,98,42,64,80,33,43,61,95,77
appreciationtowns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,25,20,99,25,18,95,60,14,23,87,64,13,15,44,42,42,98,45,23,95,23,63,25,10,50,24,76,14,20,95,35,36,80,39,11,75,7,5,63,67,93,69,32,52,34,45,53,63,48,29,63,70
immigrantsblah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,91,77,45,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4,25,76,9,18,76,2,1,73,98,38,15,77,5,40
goodsalan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,6,32,69,76,8,25,98,79,93,45,61,3,84,1,66,34,14,39,51,88,1,86,78,64,32,22,66,85,36,91,25,94,96,13,83,45,23,28,29,89,97,89,26,97,29,19,35,13,32,78,93,76
velvetearly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,18,88,8,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,71,9,54,91,59,70,20,13,61,7,79,51,73,7
viiijapanese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57,14,59,34,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,79,51,47,36,73,34,83,21,85,94,56,51,14,6,72
sectorfalse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,71,50,10,6,33,81,80,60,99,94,49,54,33,6,90,76,14,9,66,38,19,29,14,65,62,10,34,68,44,46,80,17,66,85,50,37,63,50,39,48,77,43,3,12,3,95,15,74,76,42,73,83
threadslid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,6,18,63,88,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,9,13,83,28,52,64,61,70,30,97,95,63,54,46,83
ecommerceultra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,47,98,73,67,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,87,75,68,80,31,77,56,16,6,23,15,60,60,36
attorneysnurses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63,9,42,89,50,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,89,12,24,27,11,52,18,45,99,54,7,13,14,61,63
witnesstribe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,30,84,12,31,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,99,71,51,67,72,12,4,32,1,59,93,51,3,22
worriedrent,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,49,96,62,58,55,47,98,77,69,91,87,58,47,45,68,25,58,87,6,71,15,51,10,48,1,70,7,45,38,1,92,21,76,70,61,96,73,28,32,2,5,80,90,28,12,17,35,35,95,15,77
practicaldont,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,43,76,21,90,70,89,60,33,10,67,97,64,23,64,42,97,80,29,62,34,77,3,86,61,98,29,92,83,85,62,9,33,33,72,6,77,63,40,92,70,63,15,23,28,43,41,73,26,29,81,13,6
isppeoples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,2,27,17,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,61,10,23,62,56,9,37,91,98,9,82,10,92,46,72
